Name,Type,Visible,Description,Default Value
route.computeEndPtChecksum,boolean,False,Compute endpoint checksum,0
route.computeRxTapSetting,boolean,False,Control for Rx tap setting computation in dedicated connection hold fix,0
route.congCostCoef,float,False,congestion cost coefficient,1
route.congEstATreeBlt,integer,False,Bloat value for ATree cong estimation,0.3
route.congEstATreePinLimit,integer,False,When to use ATree cong est,1
route.congEstShortATreeHBlt,integer,False,Bloat factoro for horizontal direction in short ATree estimation,50
route.congEstShortATreeVBlt,integer,False,Bloat factor for Vertical direction in short ATree estimation,0
route.cong.gpBlUtil,string,False,No description available,0
route.cong.gpUtil,string,False,No description available,cong/GPUtil_w_ws.dt.gz
route.congLevelForLowDlyCoeff,integer,False,Congestion level for low dly coeff,cong/GPUtil_wo_ws.dt.gz
route.congLevelThreshold,float,False,Threshold for computing congestion level,5
route.congLevelUtilThreshold,string,False,Congestion utilization thresholds,1
route.congMapPrintRectDebug,boolean,False,Dump data files for all rectangles considered for congestion analysis in router,None
route.congPlacerDetourThreshold,float,False,Only consider edges with detour larger than this threshold for congestion placer,0
route.congPlacerMode,string,False,Mode for congestion placer: WHITE_SPACE_INSERTION or WIGGLE,1.5e-10
route.congPlacerSlackThreshold,float,False,Only consider edges with slack within this threshold of wns in congestion placer in secs,WIGGLE
route.congPlacerVerbose,integer,False,Verbose level for congestion placer,2e-10
route.cong.plData,string,False,folder with place cong data,1
route.congThreshold4TimingRelax,integer,False,Congestion threshold; paths that pass through regions >= this threshold should be relaxed,cong/dir/
route.considerAllPinsInInodeAssignment,boolean,False,Do assignment for all pins,5
route.considerBranchPenalties,boolean,False,consider branching penalties in routing engine,0
route.considerEffCongRegInLowDlyCosting,boolean,False,Consider effective cong regions in low delay costing,1
route.constraintLocalClocks,boolean,False,Create delay constraints for local clocks for best routing,1
route.convLRTHold.minDetour,integer,False,Min detour required to enable detour insertion,1
route.costCoeff,float,False,No description available,50
route.costCoef,float,False,cost coefficient,1
route.createTimerWithRTDesign,integer,False,"create timer in parallel with build rtDesign (0 OFF, 1 AUTO, 2 ON)",1.1
route.dbgBranchPenaltyBldg,boolean,False,Debug branch penalty tables,1
route.dbgChecksum,boolean,False,Dump checksums debug file(s),0
route.dbgClockNetCong,boolean,False,Debug congested nodes in clock routing,0
route.dbgClockNetConstraints,integer,False,Debug clock net constraints for net,0
route.dbgClockSkewOpt,boolean,False,Turn on verbose debug for Multi-root Clock skew opt,-1
route.dbgCongLevelUtil,boolean,False,Dump max utilization at each cong level for each direction,0
route.dbgConnRpt,integer,False,Generate routed delay report and compare with external data,0
route.dbgCpuInfo,boolean,False,Dump /proc/cpuinfo on linux machines,0
route.dbgDumpNetGraph,boolean,False,Dump netGraphs for dbgNetId,0
route.dbgDumpPinSlacks,boolean,False,Dump Instterm slacks to a file,1
route.dbgEstCrossingDly,boolean,False,Debug crossing estimates for V9 Est Cost building,0
route.dbgHoldSlks,boolean,False,Dump hold slacks by traversing logical netlist,0
route.dbgInitTiming,integer,False,Quit after initial timing update,0
route.dbgInstDlyUpdate,boolean,False,Debug Instance Delay updates in router,0
route.dbgIntPinBudgetPaths,boolean,False,Enable Internal Path budget violation debugs,0
route.dbgMTChecksum,boolean,False,Dump Checksums before and after MT steps,0
route.dbgMTDetailedNetChecksum,boolean,False,Dump Checksums of individual nets during commit,0
route.dbgMTLoadBalancing,boolean,False,Dump Thread utilization statistics after MT steps,0
route.dbgNetId,integer,False,debug routing of net with given ID,1
route.dbgNetName,string,False,debug routing of net with given name,-1
route.dbgNodeDelay,string,False,Debug delay building for node,None
route.dbgNodeFile,string,False,Debug: file that contains nodes to be connected on node graph,None
route.dbgNodeGraphCrunchedDelay,boolean,False,check if every tile/arc could get a valid crunched delay from loader,None
route.dbgNodeTypeDelays,boolean,False,Debug node type delays during nodegraph building,0
route.dbgNumContNode,string,False,Node to debug NumContenders,0
route.dbgNumCritPaths,integer,False,Number of critical paths to report,None
route.dbgNumCritPins,integer,False,Number of critical pins to report,30
route.dbgOfflineCFileName,string,False,Offline connectivity file to use to build node graph,10
route.dbgOfflineDFileName,string,False,Offline delay file to use to build node graph,None
route.dbgPartitions,boolean,False,Check for any voilations in partitions before routing,None
route.dbgPinSwapNoDupChk,boolean,False,Disable dup check in pin-assign deposit,0
route.dbgPinSwapSite,string,False,Site name to debug pin swaps,0
route.dbgPrintExpand,integer,False,Debug level for expander,None
route.dbgReentrantFlowCong,boolean,False,Debug congested nodes in re-entrant flow,0
route.dbgRipup,boolean,False,Test param for ripup / restore mechanism,0
route.dbgTermId,integer,False,debug routing of term with given ID,0
route.dbgTermName,string,False,debug routing of term with given name,-1
route.dbgTimingPathChecksum,boolean,False,Dump path checksums after critical path extraction,None
route.dbgUnitTestDataFile,string,False,Data file for unit tests,0
route.debugCheckSums,boolean,False,Dump more information on checksums,None
route.debugDelayCleanupPins,boolean,False,Dump debug info about pins considered for delay cleanup,0
route.debugEstCostBldrType,integer,False,Debug delay future cost building for specified type,0
route.debugInodeMatchingFlow,boolean,False,Debug inode assignment flow,-1
route.debugPulsedLatchFinalize,boolean,False,Debug pulsed latch finalizer,0
route.debugTimerChecksum,boolean,False,"Print Detailed Checksums for Timing graph, router data",0
route.dedicatedLagunaHoldMargin,float,False,Hold Margin for dedicated Laguna TX->RX connections,1
route.delayCleanupPostClkSkewOpt,boolean,False,Enable skew optimization in router,0.03
route.delayIncrCoeff,float,False,Rate of delay coeff increase,1
route.delayModeInitRt,boolean,False,Init Rt in pure delay mode,1.5
route.deleteTimingGraph,boolean,False,Delete timing graph after router is done,0
route.demoteErrors,boolean,False,demode errors occurred during routing,0
route.detourClocksInFabric,integer,False,Detour clock nets in fabric to fix skew,0
route.detourThreshold,float,False,Invoke congestion placer if routed slack differes from initial slack by more than this threshold,0
route.diabloHoldSkewOptMargin,integer,False,Margin for hold fixing during skew opt,0
route.disableAccCostComputationAfterEndItr,boolean,False,Disables access cost computation after end iter has been reached,0
route.disableBranchPenalties,boolean,False,disables branching penalties,0
route.disableClkResForPwr,boolean,False,Disable Global Clock resources for Vcc/Gnd Routing. Affects V9 only,0
route.disableClockRouteUndo,boolean,False,Disable Undo mechanism in clock skew opt,1
route.disableDelayCleanUp,boolean,False,disables the Delay CleanUp Phase,0
route.disableDepositPinAssignment,boolean,False,do not deposit pin assignment during routedeposit,0
route.disableDynamicCritCosting,boolean,False,Disable dynamic criticality costing,0
route.disableExitTileCache,boolean,False,Disable Exit Tile Cache,0
route.disableForwardATree,boolean,False,Disable forward ATree expansion in TD,0
route.disableFwdATree4NonClkNetsInV8SSI,boolean,False,Disable forward ATree expansion in TD for NonClkNets in V8 SSI,0
route.disableFwdATreeCongLevel,integer,False,Diable Forward ATree trigger based on placement congestion,0
route.disableHoldFixAfterSkewOpt,boolean,False,Disable call to hold router after skew optimization,4
route.disableInternalRebudgeting,boolean,False,Disable local rebudgeter,0
route.disableLeafClockModeling,boolean,False,Disable leaf clock utilization modeling,0
route.disableLPSkewAssignHold,boolean,False,Disable Hold constraint modeling,0
route.disableMinMaxHoldBudgeter,boolean,False,Disable setupslacks during hold budgeting,0
route.disablePinCongCleanUp,boolean,False,disables pin congestion clean up Phase,0
route.disableRestore,boolean,False,No description available,0
route.disableRuntimeEstimation,boolean,False,Disable runtime estimator at start of router,0
route.disableSlowMinFixing,boolean,False,Turnoff Slow corner hold fixing in router,1
route.disableSrcFilterForGlobalClkRt,boolean,False,Disabling src filtering for global clock routing,0
route.DistFromLaguna,integer,False,Report tile congestion till the distance from laguna channel specied by param,0
route.distLocalCongDn,boolean,False,Distribute congestion from LOCAL nodes downhill,5
route.distLocalCongEvenly,boolean,False,Distribute congestion from LOCAL evenly,1
route.distLocalCongUp,boolean,False,Distribute congestion from LOCAL nodes uphill,1
route.dlyCleanupDbg,boolean,False,Verbose log for delay cleanup,1
route.dlyCleanUpMaxFanout,integer,False,Max fanout for nets in Delay CleanUp Phase,0
route.dlyCleanUpNcnSkew,boolean,False,Use NCN skews for Delay CleanUp Phase,200
route.dlyCoeffPostInitRouting,boolean,False,Adjust Dly coeff after initial routing,1
route.dlyCoefImpr,boolean,False,Changes related to delay coeff for Qor improvements in V8 onwards,1
route.dlyCoefImpr.multiDecr,boolean,False,Enable decreasing delay coeff intra global iteration multiple times,0
route.dlyCostCoef,float,False,Delay cost coefficient,0
route.dlyEstCrossingDerateFac,float,False,Derating factor for crossing penalty estimation table for v9,0.5
route.dlyRatioCutoffForInterfaceTimingCleanup,float,False,Enabling interface timing optimization,0.7
route.dlyScalingFactor1,float,False,First delay scaling factor,0.5
route.dlyScalingFactor3,float,False,Third delay scaling factor,0.7961
route.do2x2XBars,boolean,False,Create 2x2 XBars instead of 4x4,0.37
route.doAdditionalTimingIters,boolean,False,Do additional timing iters after ripUpAndReroute,1
route.doClockDetourPostRoute,boolean,False,Do Clock detouring post route,0
route.doClockSkewOpt,boolean,False,Enable skew optimization in router,1
